address,category,id,lat,lng,location,name,originalId,polarity,subCategory
151 Via dell'Arco di Travertino,poi,284,41.866344711832,12.535362848897,Rome,Tombe di Via Latina (Le),4adcdac6f964a5205f5321e3,0,Monument / Landmark
4 Via Livenza,poi,285,41.91357,12.495067,Rome,L'Ipogeo di Via Livenza,4adcdac6f964a520615321e3,0,Monument / Landmark
49 Via del Babuino,poi,286,41.907179679468,12.477921349621,Rome,Fontana del Babuino,4adcdac6f964a520645321e3,0,Monument / Landmark
Via del Babuino,poi,287,41.907885955594,12.479545175975,Rome,Via del Babuino,4adcdac6f964a520665321e3,0,Road
Via Condotti,poi,288,41.905272869636,12.480849853229,Rome,Via Condotti,4adcdac6f964a520675321e3,0,Road
Via Giulia,poi,294,41.896647699986,12.468419630008,Rome,Via Giulia,4adcdac7f964a520695321e3,0,Road
1a Viale della Trinità dei Monti,poi,295,41.908265743942,12.482432126999,Rome,Villa Medici - Accademia di Francia a Roma,4adcdac7f964a5206c5321e3,0,Monument / Landmark
Piazza Mattei,poi,296,41.893862183462,12.477495798957,Rome,Fontana delle Tartarughe,4adcdac7f964a5206d5321e3,0,Monument / Landmark
Via delle Quattro Fontane,poi,297,41.9019677,12.4907112,Rome,Le Quattro Fontane,4adcdac7f964a5206e5321e3,0,Monument / Landmark
Largo Torre Argentina,poi,301,41.895548018016,12.476700695399,Rome,Area Sacra,4adcdac7f964a520745321e3,0,Monument / Landmark
Piazza Giuseppe Garibaldi,poi,302,41.891471966047,12.461180490585,Rome,Monumento a Garibaldi,4adcdac7f964a5207a5321e3,0,Monument / Landmark
418 Via del Corso,poi,303,41.904245,12.478983,Rome,Palazzo Ruspoli,4adcdac7f964a5207b5321e3,0,Monument / Landmark
Via Lemonia,poi,305,41.851573520062,12.55954438872,Rome,Parco Appio Claudio,4adcdac7f964a5207e5321e3,0,Monument / Landmark
Via Salaria,poi,315,42.044812791978,12.55601993181,Rome,Via Salaria,4adcdac7f964a520925321e3,0,Road
Via 20 Settembre,poi,319,41.90216531336,12.490655008688,Rome,Via delle Quattro Fontane,4adcdac7f964a520965321e3,0,Monument / Landmark
Via Sistina,poi,320,41.904129606425,12.486562728882,Rome,Via Sistina,4adcdac7f964a520975321e3,0,Monument / Landmark
Corso Vittorio Emanuele II Boulevard,poi,321,41.89781,12.468853,Rome,Fontana della Terrina,4adcdac7f964a520995321e3,0,Monument / Landmark
Largo Magnanapoli,poi,323,41.89636563065,12.486875080169,Rome,Torre delle Milizie,4adcdac7f964a5209c5321e3,0,Monument / Landmark
Via Appia Antica,poi,324,41.852034271506,12.520809318797,Rome,Tomba di Cecilia Metella,4adcdac7f964a5209e5321e3,0,Monument / Landmark
Piazzale Konrad Adenauer,poi,327,41.836564419325,12.469416237489,Rome,Fontana del Piazzale Konrad Adenauer,4adcdac7f964a520a45321e3,0,Monument / Landmark
Piazzale Anita Garibaldi,poi,328,41.893255812637,12.460519865082,Rome,Monumento ad Anita Garibaldi,4adcdac7f964a520a55321e3,0,Monument / Landmark
Piazza San Pietro,poi,330,41.88489,12.38244,Rome,Fontanelle dei Lampioni,4adcdac7f964a520a85321e3,0,Monument / Landmark
Largo del Colonnato,poi,332,41.90259163692,12.457379147212,Rome,Fontana delle Tiare,4adcdac7f964a520ab5321e3,0,Monument / Landmark
Piazza del Popolo,poi,333,41.911541,12.476027,Rome,Porta del Popolo,4adcdac7f964a520b05321e3,0,Monument / Landmark
Piazza Jn Palach,poi,334,41.933866390292,12.47469056398,Rome,Statua di Jan Palach,4adcdac7f964a520b35321e3,0,Monument / Landmark
Viale Goethe,poi,337,41.910946161681,12.487339864623,Rome,Statua di Goethe,4adcdac7f964a520bd5321e3,0,Monument / Landmark
Piazza San Pietro,poi,340,41.902448705562,12.457877401473,Rome,Obelisco Vaticano,4adcdac8f964a520c85321e3,0,Monument / Landmark
Piazzale delle Nazioni Unite,poi,342,41.835621699143,12.471997379467,Rome,Piazzale delle Nazioni Unite,4adcdac8f964a520cb5321e3,0,Monument / Landmark
Viale di Villa Pamphilj,poi,348,41.877141594887,12.455443739891,Rome,Arco di Villa Pamphilj,4adcdac8f964a520d55321e3,0,Monument / Landmark
Via Aurelia Antica,poi,349,41.890696,12.426419,Rome,Vascello (Il),4adcdac8f964a520d65321e3,0,Monument / Landmark
Piazzale Ugo La Malfa,poi,350,41.885459394209,12.484405594547,Rome,Piazzale Ugo La Malfa,4adcdac8f964a520d75321e3,0,Monument / Landmark
Via Claudia,poi,357,41.885796045509,12.495555102456,Rome,Arco di Dolabella,4adcdac8f964a520e35321e3,0,Monument / Landmark
Viale Vaticano,poi,358,41.905957392121,12.454395265745,Rome,Cortile della Pigna,4adcdac8f964a520e45321e3,0,Monument / Landmark
Piazza Campo de' Fiori,poi,360,41.895742,12.472226,Rome,Monumento a Giordano Bruno,4adcdac8f964a520e65321e3,0,Monument / Landmark
51 Via della Conciliazione,poi,361,41.901735596063,12.459988008357,Rome,Palazzo Cardinal Cesi,4adcdac8f964a520ea5321e3,0,Monument / Landmark
Via della Conciliazione,poi,363,41.902308982203,12.461543083191,Rome,Via della Conciliazione,4adcdac8f964a520f15321e3,0,Road
Via del Corso,poi,364,41.904991989253,12.47875213623,Rome,Via del Corso,4adcdac8f964a520f55321e3,0,Road
Piazza della Maddalena,poi,367,41.900085035252,12.476568818092,Rome,Piazza della Maddalena,4adcdac9f964a520025421e3,0,Plaza
Piazza Navona,poi,369,41.899332389343,12.473052442074,Rome,Fontana del Nettuno,4adcdac9f964a520065421e3,0,Monument / Landmark
Piazza dei Quiriti 17,poi,371,41.909192459801,12.465575427461,Rome,San Gioacchino,4adcdac9f964a520095421e3,0,Monument / Landmark
Piazza della Bocca della Verità,poi,375,41.875339,12.444927,Rome,Tempio di Ercole Vincitore,4adcdac9f964a520175421e3,0,Monument / Landmark
Piazza Bocca della Verità,poi,376,41.888709368989,12.481202622607,Rome,Fontana dei Tritoni,4adcdac9f964a520195421e3,0,Monument / Landmark
Via Appia Nuova,poi,384,41.831552341943,12.554322179517,Rome,Villa Dei Quintili,4adcdac9f964a520265421e3,0,Monument / Landmark
Piazza Della Minerva 42,poi,386,41.897990303602,12.477484600277,Rome,Bernini's Elephant,4adcdac9f964a5202f5421e3,0,Monument / Landmark
387 Bocca Della Verita' Italy,poi,Rome,41.888773,12.481303
Via di Quarto Annunziata,poi,388,41.891707530154,12.48636549939,Rome,House of the Vestals,4adcdac9f964a520325421e3,0,Monument / Landmark
Via di Monte Testaccio,poi,391,41.876208831813,12.4761295681,Rome,Monte Testaccio,4adcdac9f964a520375421e3,0,Monument / Landmark
Piazza di Pasquino,poi,392,41.897855,12.472177,Rome,Piazza di Pasquino,4adcdac9f964a520385421e3,0,Monument / Landmark
Piazza del Campidoglio 1,poi,393,41.893360587021,12.482759300522,Rome,Marcus Aurelius,4adcdac9f964a520405421e3,0,Monument / Landmark
Via XXIV Maggio  16,poi,394,41.898794915535,12.486595090448,Rome,Scuderie del Quirinale,4adcdac9f964a520415421e3,0,Museum
Viale dell’Orologio,poi,406,41.911707212832,12.480698666688,Rome,Idrocronometro,4adcdac9f964a520505421e3,0,Monument / Landmark
Via Della Conciliazione,poi,410,41.901586458304,12.463537499301,Rome,Passetto (Il),4adcdac9f964a520f65321e3,0,Monument / Landmark
Piazza Navona,poi,412,41.897986,12.473153160985,Rome,Fontana del Moro,4adcdac9f964a520f95321e3,0,Monument / Landmark
Via Magliana Nuova 302,poi,597,41.84777685519,12.455828414791,Rome,Cooperativa Radiotaxi Samarcanda,4adcdad7f964a5207f5721e3,0,Taxi
Via del Casale Lumbroso 167,poi,598,41.868992530888,12.362532462422,Rome,Radiotaxi 3570,4adcdad7f964a520805721e3,0,Taxi
Via Appia Nuova  1651,poi,624,41.799351399701,12.590503692627,Rome,Aeroporto di Roma Ciampino Giovan Battista Pastine (CIA),4b1b5138f964a520c9fa23e3,0,Airport
644 Roma Tiburtina Italy,poi,Rome,41.911719,12.531457
Via San Tommaso d'Aquino,poi,654,41.912618486841,12.449043509668,Rome,Via San Tommaso d'Aquino,4b50e6f3f964a520d33727e3,0,Road
Via Asmara 5,poi,680,41.924593778959,12.52184559448,Rome,Albanian Embassy - Rome,4b65de6ef964a520fd042be3,0,Embassy / Consulate
Via Petroselli  50,poi,684,41.890247358501,12.480855452735,Rome,Roma Capitale - Municipio I,4b6bfa34f964a5201b1e2ce3,0,City Hall
Via Romeo Rodriguez Pereira 116,poi,697,41.915177,12.439064,Rome,Studio Medico Luna,4b713badf964a520843d2de3,0,Doctor's Office
Lungotevere della Vittoria 3,poi,701,41.921497,12.46586,Rome,Poliambulatorio,4b7278a0f964a520db7b2de3,0,Hospital
X,poi,721,41.93278597714,12.467467822025,Rome,Studio medico odontoiatrico Dr. Scrascia,4b791538f964a52013eb2ee3,0,Dentist's Office
Via Vezio Crisafulli,poi,725,41.896108,12.411462,Rome,Ambulatorio medico,4b795341f964a52007f42ee3,0,Doctor's Office
Piazzale Ostiense  5-9,poi,729,41.875225,12.482362,Rome,Metro Piramide (MB),4b7a5b8ff964a5206e2a2fe3,0,Subway
Via Fabiola  14,poi,756,41.87608671048,12.45010712311,Rome,Roma Municipio XVI,4b8265a3f964a5207fd130e3,0,Government Building
Viale Beethoven,poi,763,41.834802064328,12.467870939728,Rome,INPS,4b851650f964a520744b31e3,0,Government Building
Viale dell'Università 20,poi,765,41.903593673,12.5106319098,Rome,Circolo Ufficiali Casa Dell’Aviatore,4b86955bf964a520a59031e3,0,Convention Center
X,poi,769,41.957636,12.412431,Rome,Stazione Monte Porzio Catone,4b880a56f964a52019db31e3,0,Train Station
783 Laurentina (MB) Italy,poi,Rome,41.82666,12.481105
Via di Villa Ricotti n.40,poi,786,41.915120123093,12.519950866699,Rome,Commissariato di PS Sant`Ippolito V,4b8b8510f964a520b5a132e3,0,Police Station
807 Valle Aurelia Italy,poi,Rome,41.903033,12.44267
X,poi,808,42.06367958048,12.329875883398,Rome,Cesano,4b99e41cf964a520e69535e3,0,Train Station
847 Roma Tuscolana Italy,poi,Rome,41.879406,12.523398
via Tuscolana,poi,850,41.842738774795,12.585681080818,Rome,Metro Anagnina (MA),4ba7aa5ef964a520b8a739e3,0,Subway
Via Tuscolana,poi,868,41.849360428251,12.574249505997,Rome,Metro Cinecittà (MA),4bab1078f964a520a3933ae3,0,Subway
Via Salaria 825,poi,874,41.952598,12.505872,Rome,Aeroporto di Roma-Urbe (LIRU),4bab700ff964a5207ea93ae3,0,Airport
A24,poi,908,41.902899892246,12.557330131531,Rome,A24 - Uscita Fiorentini,4bb4abd86ebfc9b61233edfa,0,Road
Via Giacinto Pullino,poi,939,41.866540761714,12.48330116272,Rome,Metro Garbatella (MB),4bbb8b05e5b0d13a4f2e6e7c,0,Subway
Via Cristoforo Colombo,poi,944,41.819586,12.463365,Rome,Via Cristoforo Colombo,4bbca828f57ba593f005adb9,0,Road
Via Tuscolana 1111,poi,950,41.843925687654,12.583508491516,Rome,Biblioteca Raffaello,4bbef62ff353d13a9ee17d10,0,Library
Piazzale della Farnesina  1,poi,988,41.93630371743,12.459165034962,Rome,Ministero degli Affari Esteri,4bc5ea2ed35d9c74e5cbe13a,0,Government Building
X,poi,997,41.938154348084,12.524058214489,Rome,80 express,4bc6c806b387d13a575dc2e8,0,Bus Line
Via Calabria 46,poi,998,41.909517427925,12.497263184595,Rome,Invitalia,4bc6d306db8fa593dddf9c37,0,Government Building
Piazzale Flaminio,poi,1000,41.912345725151,12.476611733437,Rome,Metro Flaminio - Piazza del Popolo (MA),4bc72596af07a593f7927e2d,0,Subway
Piazza Colonna  370,poi,1004,41.901026152024,12.480189113525,Rome,Palazzo Chigi,4bc816856501c9b6e89a3f29,0,Government Building
viale Bruno Rizzieri 125,poi,1005,41.852596,12.587512,Rome,Studio Rizzieri‎,4bc82e7faf07a593c26e802d,0,Doctor's Office
via Rugantino 113,poi,1131,41.865414192892,12.578165531158,Rome,Biblioteca Rugantino,4bc962c8511f952189b9adc7,0,Library
viale A. Ciamarra,poi,1132,41.852812847167,12.590289115906,Rome,Fermata Ciamarra/Rizzieri,4bc96f49cc8cd13a5cb0bbcf,0,Bus Line
Viale di Torre Maura,poi,1133,41.863944300838,12.593253507439,Rome,Capolinea Atac Torre Maura,4bc97159cc8cd13a2ab2bbcf,0,Bus Station
Piazza della Stazione Enrico Fermi,poi,1142,41.828913814758,12.47074842453,Rome,Metro Eur-Fermi (MB),4bc9fcf868f976b048525e83,0,Subway
Piazzale Appio,poi,1158,41.885473734593,12.509737014771,Rome,Metro San Giovanni (MA),4bcb78a6cc8cd13ad87dbfcf,0,Subway
Viale Liegi  45,poi,1166,41.921970350036,12.493292633011,Rome,Artemisia,4bcc7e10b6c49c74a4c89391,0,Medical Center
X,poi,1167,41.924607,12.447879,Rome,In Treatment,4bcc9b0f3740b7138e526465,0,Medical Center
Piazza della Suburra,poi,1214,41.894818324165,12.493531107903,Rome,Metro Cavour (MB),4bcfeb2ea8b3a5932422635f,0,Subway
via della ferratella in laterano 51,poi,1215,41.883626002377,12.502734819746,Rome,Ufficio per le politiche del turismo,4bd03c739854d13a9049f74d,0,Capitol Building
Piazza di Cinecittà,poi,1235,41.853675922781,12.567844390869,Rome,Metro Subaugusta (MA),4bd150c277b29c7429788c82,0,Subway
Via Tuscolana,poi,1236,41.856552757386,12.562608718872,Rome,Metro Giulio Agricola (MA),4bd1588f77b29c748f7f8c82,0,Subway
Via Tuscolana,poi,1237,41.859733107255,12.557126283646,Rome,Metro Lucio Sestio (MA),4bd158fe77b29c74ee7f8c82,0,Subway
Via Vittorio Veneto  119/A,poi,1277,41.906523396227,12.490268610246,Rome,Ambasciata USA,4bd5869b7b1876b0bed18a86,0,Embassy / Consulate
1290 Largo Colli Albani Italy,poi,Rome,41.868534,12.529671
Viale Manzoni,poi,1297,41.890289963005,12.506786584854,Rome,Metro Manzoni - Museo della Liberazione (MA),4bd718375631c9b6e0eea630,0,Subway
Piazza della Repubblica,poi,1298,41.902756157874,12.49590754509,Rome,Metro Repubblica - Teatro dell'Opera (MA),4bd71e345631c9b6f4fda630,0,Subway
Via Asiago  10,poi,1333,41.918659329069,12.46283207114,Rome,Radio RAI,4bd7fa53f645c9b615f5a6e0,0,Radio Station
Piazza Barberini,poi,1370,41.903830165219,12.488767504692,Rome,Metro Barberini - Fontana di Trevi (MA),4bdac3792a3a0f472fe4abb6,0,Subway
1401 Biblioteca Comunale Cornelia Via Cornelia  45  Roma  Italy,poi,Rome,41.909523,12.397664
Via Cassia  471,poi,1414,41.957527443118,12.458356618881,Rome,Ambasciata Kazakhstan,4be051f9adacb7137f2b38d4,0,Embassy / Consulate
Via V. Orsini  18,poi,1425,41.910261853436,12.47004032135,Rome,USI - Centro Medico,4be139ba5541d13a549b8266,0,Hospital
Viale delle Terme di Caracalla,poi,1446,41.88327309569,12.488560632815,Rome,FAO - Food and Agriculture Organization of the United Nations,4be3a9ccd27a20a183e3925b,0,Government Building
1457 Ministero dell'Interno Piazza del Viminale 1,poi,Rome,41.899114779191,12.494416236877
Via Egidio Garra,poi,1493,41.789624886063,12.377882301807,Rome,Casal Bernocchi-Centro Giano (Roma-Lido),4be84ddf9a54a59388ce0911,0,Subway
Largo Don Antonio Penazzi  103,poi,1498,41.979247970899,12.508621180484,Rome,Stazione di Fidene,4be932039a54a593c6c20a11,0,Train
1504 Camera dei Deputati Piazza del Parlamento,poi,Rome,41.901342752648,12.478719949722
Via Francesco Maria Greco  8,poi,1523,41.922041773796,12.410532832146,Rome,Inps Aurelio,4bebf9d1b3352d7f040c57d2,0,Government Building
X,poi,1524,41.812187,12.32238293,Rome,R3317 Fumicino - Roma Termini,4bec1042b3352d7f372b57d2,0,Light Rail
X,poi,1525,41.818606,12.379961013794,Rome,R3317 Fumicino - Roma Termini,4bec10966295c9b6c1688808,0,Light Rail
Via Vitorchiano 2,poi,1533,41.956905124997,12.486004829407,Rome,Dipartimento Protezione Civile,4bed2abd9868a593abf85c46,0,Government Building
Via Tiburtina,poi,1536,41.920752378745,12.565097808838,Rome,Metro Ponte Mammolo (MB),4bed3e88bac3c9b653f7fde9,0,Subway
Via Ottaviano,poi,1562,41.909355627462,12.458083033562,Rome,Metro Ottaviano - San Pietro - Musei Vaticani (MA),4befe025c8d920a1b5319430,0,Subway
Viale Trastevere,poi,1585,41.884556785584,12.469735377685,Rome,Viale Trastevere,4bf301062d6295216be65f58,0,Road
Via dei Fori Imperiali,poi,1604,41.891184479543,12.49155163765,Rome,Metro Colosseo (MB),4bf47bc913a6b7139a365d33,0,Subway
piazza della Stazione Guglielmo Marconi,poi,1612,41.830001054808,12.46680021286,Rome,Metro Eur-Palasport (MB),4bf645165e800f47f713e7d4,0,Subway
X,poi,1613,41.951744116343,12.516210608561,Rome,Clinica Villa Salaria,4bf64c849abec9b68a9225e8,0,Doctor's Office
Viale della Moschea,poi,1614,41.931656226141,12.487163543701,Rome,Acqua Acetosa (linea Roma Nord),4bf6640b9abec9b6faac25e8,0,Light Rail
Via Antonio Bertoloni  34,poi,1616,41.923925559088,12.487731852985,Rome,Clinica Mater Dei,4bf66e025e800f475044e7d4,0,Hospital
Via Trionfale,poi,1625,41.941085301398,12.424280930629,Rome,Villa Stuart,4bf7aad4508c0f47d4dc3d31,0,Hospital
X,poi,1628,41.931343365204,12.536410460656,Rome,Via Cimone,4bf7e4d75efe2d7f5aa96934,0,Road
1664 Salone Delle Fontane Via Ciro il Grande  10/12,poi,Rome,41.837043134183,12.469214675721
X,poi,1668,41.863828,12.475521,Rome,Artemisia,4bfbe6b721790f47174ff8d3,0,Medical Center
Viale dell'Astronomia  30,poi,1678,41.835752399686,12.463811833656,Rome,Confindustria,4bfd1ec92b83b7134fa3a998,0,Government Building
Viale Avignone 10,poi,1704,41.821200590186,12.458801137062,Rome,Microsoft,4bffb87f8d7a9c74e16cfa52,0,Office
Grande Raccordo Anulare,poi,1740,41.983116,12.526007,Rome,GRA - Uscita 10 - Diramazione Roma Nord-A1-Milano,4c0289d5310fc9b6d08ec461,0,Road
Piazza Cavour  41,poi,1787,41.903089867441,12.471090333748,Rome,Corte di Cassazione,4c077d3dcf8c76b0600d3c65,0,Courthouse
Piazza Balsamo Crivelli,poi,1795,41.906526,12.560808,Rome,Fermata ATAC - Balsamo Crivelli,4c089aff340720a1cd778393,0,Bus Station
Via mario carucci  71,poi,1796,41.798579007477,12.482137746718,Rome,Agenzia delle Dogane e dei Monopoli,4c08a2f06071a5936da1dc32,0,Government Building
via Donatello,poi,1802,41.925674,12.468655,Rome,Benefisio,4c092ab57e3fc9284076f182,0,Medical Center
Stazione Termini,poi,1803,41.899784982321,12.50243238885,Rome,Binario 24,4c092b10340720a1dc468493,0,Platform
Via Tiburtina,poi,1833,41.925557964297,12.572994232178,Rome,Metro Rebibbia (MB),4c0b6a0b340720a1e61f8893,0,Subway
X,poi,1850,41.751742,12.279554,Rome,El Pirata,4c0c2b8c009a0f478844ecbf,0,Boat or Ferry
Via di Macchia Palocco,poi,1852,41.765286562511,12.343538028278,Rome,Via di Macchia Palocco,4c0c98a07189c9283dc3d5b6,0,Road
Viale Ippocrate,poi,1853,41.907629826966,12.518176660604,Rome,Viale Ippocrate,4c0cdb99336220a1edc0c977,0,Road
Via Collatina,poi,1856,41.923811527108,12.66764446358,Rome,Stazione di Lunghezza,4c0d1dc77189c928a17cd6b6,0,Train Station
Via Luigi Montuori 5,poi,1863,41.861618868157,12.48806476593,Rome,Asl Roma C,4c0e0945336220a17690cb77,0,Medical Center
Viale di Trastevere 76,poi,1892,41.884804003597,12.470278477971,Rome,Ministero dell'Istruzione dell'Università e della Ricerca,4c10b40cce640f475e4d3a52,0,Government Building
Via Marco Fulvio Nobiliore 43,poi,1920,41.857357121044,12.563080160687,Rome,Diagnostica Nobiliore,4c133ee71b5cef3b83e7edc4,0,Medical Center
Via Tuscolana 1096,poi,1923,41.903149493549,12.590254874006,Rome,Agenzia Viaggi,4c135518a5eb76b0c7c8bfb7,0,General Travel
X,poi,1927,41.935611503946,12.517045196328,Rome,Linea 63 P.za Monte Savello,4c13633da5eb76b0d1d7bfb7,0,Bus Line
largo labia,poi,1980,41.969652592418,12.520299586633,Rome,capolinea bus largo labia,4c187733d4d9c928c083ef29,0,Bus Station
X,poi,1984,41.935902,12.5546531125,Rome,Formez,4c18931e838020a1ef5ae461,0,Government Building
via genzano 95/A,poi,2007,41.867767,12.536055,Rome,kiromkinetic,4c1a60a063750f478a31b367,0,Medical Center
X,poi,2013,41.900590649591,12.514575058243,Rome,Direzione Provinciale Lavoro,4c1b198ab4e62d7f08ead893,0,Government Building
Piazza della Marina  4,poi,2030,41.916020021872,12.472546089646,Rome,Stato Maggiore della Marina,4c1bfc0f8b3aa593a524985f,0,Government Building
Moving Target,poi,2032,41.892213563934,12.474668167172,Rome,Tram 8 - Piazza Venezia / Casaletto,4c1c97c5b4e62d7fe04cdb93,0,Light Rail
Via dei Monti Tiburtini  385,poi,2033,41.920940953749,12.540881125321,Rome,Ospedale Sandro Pertini,4c1c99b963750f4777ceb667,0,Hospital
via di Trasone 61,poi,2037,41.93055717672,12.51370128067,Rome,Clinica Sanatrix,4c1cb0f563750f4782e9b667,0,Doctor's Office
Via Tirso,poi,2047,41.917282797455,12.498444856376,Rome,Via Tirso,4c1d40e8eac020a152ee47c2,0,Road
Via Pisanelli  4,poi,2062,41.914065036454,12.47317878936,Rome,Embajada de Colombia en Roma,4c1ea057fbc5ef3b3b028511,0,Embassy / Consulate
Via Cesare Correnti  5/6,poi,2067,41.873228568213,12.516272222214,Rome,Casa di Cura Madonna della Fiducia,4c1f77b7e923ef3b01bf4e54,0,Hospital
Via Giustiniani 11,poi,2073,41.899118308781,12.474085851723,Rome,Senato della Repubblica,4c207496d38ec9b6f0224e83,0,Government Building
Viale Regina Margherita,poi,2074,41.908593110178,12.511882781982,Rome,Metro Policlinico (MB),4c20bf953573c9b6cecc3515,0,Subway
Via Cristoforo Colombo,poi,2076,41.866813,12.496473,Rome,PD Lazio,4c20e6d88082d13a9763f82a,0,Meeting Room
Via Federico Borromeo 67,poi,2086,41.918181800692,12.41455078125,Rome,Biblioteca Franco Basaglia,4c21dffc9390c9b62999c9cd,0,Library
X,poi,2130,41.924203671695,12.390431464293,Rome,Via Andrea Barbato,4c265f0aa852c928f389e66c,0,Road
Via Campania 53,poi,2142,41.910800094515,12.493303833245,Rome,Ambasciata Indonesia,4c278ce43703d13a7f27a736,0,Embassy / Consulate
Via Golametto,poi,2155,41.915890546019,12.452573776245,Rome,Procura della Repubblica di Roma,4c2841e4ed0ac9b6140560aa,0,Government Building
Via Trionfale,poi,2179,41.949043,12.408817,Rome,Stazione Ipogeo degli Ottavi,4c2a516d2219c928c0e7a248,0,Light Rail
A1-A24,poi,2187,41.927314068048,12.740879058838,Rome,Svincolo A1-A24,4c2b1ed8197e952122a3628d,0,Road
Via cristoforo colombo 44,poi,2190,41.869014684943,12.495700708462,Rome,Ministero Dell'ambiente,4c2b2f67d1a10f479e7af764,0,Capitol Building
X,poi,2193,41.956566942113,12.484483990094,Rome,Via Flaminia,4c2b71cf77cfe21e297bb4f1,0,Road
2199 Centro Congressi Frentani,poi,Rome,41.900532,12.508853
X,poi,2206,41.918348096726,12.475648031622,Rome,Ninfeo Villa Giulia,4c2d0aa93a4d0f472330e386,0,Monument / Landmark
Circonvallazione Cornelia,poi,2217,41.900618,12.426395,Rome,Metro Cornelia (MA),4c2e4b7f213c2d7f1deb2e5d,0,Subway
Via di San Giovanni in Laterano,poi,2244,41.889905951829,12.494737472184,Rome,Gay Street,4c2fb0fc66e40f472b66c28b,0,Road
Via di Villa Madama 194,poi,2271,41.929229762464,12.452702522278,Rome,Villa Madama,4c321838213c2d7fb0dd345d,0,Capitol Building
X,poi,2288,41.902025356598,12.512127377652,Rome,Clinica Ortopedica E Traumatologica,4c3419327cc0c9b6e8e3f29a,0,Medical Center
2293 Biblioteca Comunale Giordano Bruno Via Giordano Bruno  47  Roma  Italy,poi,Rome,41.911411,12.452426
X,poi,2295,41.938129,12.551801,Rome,Cnipa,4c347903ed37a59341e26e03,0,Capitol Building
Via Nemea,poi,2297,41.948933973489,12.461723550018,Rome,Via Nemea,4c348b03a0ced13aac4a186e,0,Road
Via Antonio Pane,poi,2298,41.903327253521,12.390431464293,Rome,Studio Medico,4c34a03ced37a59314286f03,0,Doctor's Office
piazzale cina,poi,2299,41.807531200149,12.432351683121,Rome,parcheggio piazzale cina,4c34af9b16adc928e68ac59c,0,Bus Line
Stazione Roma Termini,poi,2308,41.901941656987,12.501207590103,Rome,FrecciaClub,4c359462a0ced13a6b031a6e,0,Travel Lounge
X,poi,2331,41.858632326789,12.443574454816,Rome,NMS - New Medical System,4c3756903849c928ba7fbdb1,0,Doctor's Office
X,poi,2372,41.905156,12.482821,Rome,Embajada De España Ante La Santa Sede,4c39ca7718e72d7f43b51af5,0,Government Building
Via fulda 14,poi,2378,41.83569738266,12.428310638041,Rome,Ospedale Israelitico,4c3abdc162f1c928c17f8e53,0,Hospital
Via Nicolò Piccolomini  27,poi,2385,41.891693433699,12.44161528744,Rome,Clinica Villa Betania,4c3b2f4316cb2d7fc56602a9,0,Hospital
Grande Raccordo Anulare,poi,2405,41.8076,12.42032,Rome,GRA - Uscita 28 - Via Del Mare Ostiense,4c3e07e90e0d0f47a0fb147f,0,Road
